"customer_key";"customer_id";"store_id";"first_name";"last_name";"email";"address_id";"create_date"
32;32;1;"AMY";"LOPEZ";"AMY.LOPEZ@sakilacustomer.org";36;"2006-02-14 22:04:36"
33;33;2;"ANNA";"HILL";"ANNA.HILL@sakilacustomer.org";37;"2006-02-14 22:04:36"
34;34;2;"REBECCA";"SCOTT";"REBECCA.SCOTT@sakilacustomer.org";38;"2006-02-14 22:04:36"
35;35;2;"VIRGINIA";"GREEN";"VIRGINIA.GREEN@sakilacustomer.org";39;"2006-02-14 22:04:36"
36;36;2;"KATHLEEN";"ADAMS";"KATHLEEN.ADAMS@sakilacustomer.org";40;"2006-02-14 22:04:36"
37;37;1;"PAMELA";"BAKER";"PAMELA.BAKER@sakilacustomer.org";41;"2006-02-14 22:04:36"
38;38;1;"MARTHA";"GONZALEZ";"MARTHA.GONZALEZ@sakilacustomer.org";42;"2006-02-14 22:04:36"
39;39;1;"DEBRA";"NELSON";"DEBRA.NELSON@sakilacustomer.org";43;"2006-02-14 22:04:36"
40;40;2;"AMANDA";"CARTER";"AMANDA.CARTER@sakilacustomer.org";44;"2006-02-14 22:04:36"
41;41;1;"STEPHANIE";"MITCHELL";"STEPHANIE.MITCHELL@sakilacustomer.org";45;"2006-02-14 22:04:36"
42;42;2;"CAROLYN";"PEREZ";"CAROLYN.PEREZ@sakilacustomer.org";46;"2006-02-14 22:04:36"
43;43;2;"CHRISTINE";"ROBERTS";"CHRISTINE.ROBERTS@sakilacustomer.org";47;"2006-02-14 22:04:36"
44;44;1;"MARIE";"TURNER";"MARIE.TURNER@sakilacustomer.org";48;"2006-02-14 22:04:36"
45;45;1;"JANET";"PHILLIPS";"JANET.PHILLIPS@sakilacustomer.org";49;"2006-02-14 22:04:36"
46;46;2;"CATHERINE";"CAMPBELL";"CATHERINE.CAMPBELL@sakilacustomer.org";50;"2006-02-14 22:04:36"
47;47;1;"FRANCES";"PARKER";"FRANCES.PARKER@sakilacustomer.org";51;"2006-02-14 22:04:36"
48;48;1;"ANN";"EVANS";"ANN.EVANS@sakilacustomer.org";52;"2006-02-14 22:04:36"
49;49;2;"JOYCE";"EDWARDS";"JOYCE.EDWARDS@sakilacustomer.org";53;"2006-02-14 22:04:36"
50;50;1;"DIANE";"COLLINS";"DIANE.COLLINS@sakilacustomer.org";54;"2006-02-14 22:04:36"
51;51;1;"ALICE";"STEWART";"ALICE.STEWART@sakilacustomer.org";55;"2006-02-14 22:04:36"
52;52;1;"JULIE";"SANCHEZ";"JULIE.SANCHEZ@sakilacustomer.org";56;"2006-02-14 22:04:36"
53;53;1;"HEATHER";"MORRIS";"HEATHER.MORRIS@sakilacustomer.org";57;"2006-02-14 22:04:36"
54;54;1;"TERESA";"ROGERS";"TERESA.ROGERS@sakilacustomer.org";58;"2006-02-14 22:04:36"
55;55;2;"DORIS";"REED";"DORIS.REED@sakilacustomer.org";59;"2006-02-14 22:04:36"
56;56;1;"GLORIA";"COOK";"GLORIA.COOK@sakilacustomer.org";60;"2006-02-14 22:04:36"
57;57;2;"EVELYN";"MORGAN";"EVELYN.MORGAN@sakilacustomer.org";61;"2006-02-14 22:04:36"
58;58;1;"JEAN";"BELL";"JEAN.BELL@sakilacustomer.org";62;"2006-02-14 22:04:36"
59;59;1;"CHERYL";"MURPHY";"CHERYL.MURPHY@sakilacustomer.org";63;"2006-02-14 22:04:36"
60;60;1;"MILDRED";"BAILEY";"MILDRED.BAILEY@sakilacustomer.org";64;"2006-02-14 22:04:36"
61;61;2;"KATHERINE";"RIVERA";"KATHERINE.RIVERA@sakilacustomer.org";65;"2006-02-14 22:04:36"
62;62;1;"JOAN";"COOPER";"JOAN.COOPER@sakilacustomer.org";66;"2006-02-14 22:04:36"
63;63;1;"ASHLEY";"RICHARDSON";"ASHLEY.RICHARDSON@sakilacustomer.org";67;"2006-02-14 22:04:36"
64;64;2;"JUDITH";"COX";"JUDITH.COX@sakilacustomer.org";68;"2006-02-14 22:04:36"
65;65;2;"ROSE";"HOWARD";"ROSE.HOWARD@sakilacustomer.org";69;"2006-02-14 22:04:36"
66;66;2;"JANICE";"WARD";"JANICE.WARD@sakilacustomer.org";70;"2006-02-14 22:04:36"
67;67;1;"KELLY";"TORRES";"KELLY.TORRES@sakilacustomer.org";71;"2006-02-14 22:04:36"
68;68;1;"NICOLE";"PETERSON";"NICOLE.PETERSON@sakilacustomer.org";72;"2006-02-14 22:04:36"
69;69;2;"JUDY";"GRAY";"JUDY.GRAY@sakilacustomer.org";73;"2006-02-14 22:04:36"
70;70;2;"CHRISTINA";"RAMIREZ";"CHRISTINA.RAMIREZ@sakilacustomer.org";74;"2006-02-14 22:04:36"
71;71;1;"KATHY";"JAMES";"KATHY.JAMES@sakilacustomer.org";75;"2006-02-14 22:04:36"
72;72;2;"THERESA";"WATSON";"THERESA.WATSON@sakilacustomer.org";76;"2006-02-14 22:04:36"
73;73;2;"BEVERLY";"BROOKS";"BEVERLY.BROOKS@sakilacustomer.org";77;"2006-02-14 22:04:36"
74;74;1;"DENISE";"KELLY";"DENISE.KELLY@sakilacustomer.org";78;"2006-02-14 22:04:36"
75;75;2;"TAMMY";"SANDERS";"TAMMY.SANDERS@sakilacustomer.org";79;"2006-02-14 22:04:36"
76;76;2;"IRENE";"PRICE";"IRENE.PRICE@sakilacustomer.org";80;"2006-02-14 22:04:36"
77;77;2;"JANE";"BENNETT";"JANE.BENNETT@sakilacustomer.org";81;"2006-02-14 22:04:36"
78;78;1;"LORI";"WOOD";"LORI.WOOD@sakilacustomer.org";82;"2006-02-14 22:04:36"
79;79;1;"RACHEL";"BARNES";"RACHEL.BARNES@sakilacustomer.org";83;"2006-02-14 22:04:36"
80;80;1;"MARILYN";"ROSS";"MARILYN.ROSS@sakilacustomer.org";84;"2006-02-14 22:04:36"
81;81;1;"ANDREA";"HENDERSON";"ANDREA.HENDERSON@sakilacustomer.org";85;"2006-02-14 22:04:36"
82;82;1;"KATHRYN";"COLEMAN";"KATHRYN.COLEMAN@sakilacustomer.org";86;"2006-02-14 22:04:36"
83;83;1;"LOUISE";"JENKINS";"LOUISE.JENKINS@sakilacustomer.org";87;"2006-02-14 22:04:36"
84;84;2;"SARA";"PERRY";"SARA.PERRY@sakilacustomer.org";88;"2006-02-14 22:04:36"
85;85;2;"ANNE";"POWELL";"ANNE.POWELL@sakilacustomer.org";89;"2006-02-14 22:04:36"
86;86;2;"JACQUELINE";"LONG";"JACQUELINE.LONG@sakilacustomer.org";90;"2006-02-14 22:04:36"
87;87;1;"WANDA";"PATTERSON";"WANDA.PATTERSON@sakilacustomer.org";91;"2006-02-14 22:04:36"
88;88;2;"BONNIE";"HUGHES";"BONNIE.HUGHES@sakilacustomer.org";92;"2006-02-14 22:04:36"
89;89;1;"JULIA";"FLORES";"JULIA.FLORES@sakilacustomer.org";93;"2006-02-14 22:04:36"
90;90;2;"RUBY";"WASHINGTON";"RUBY.WASHINGTON@sakilacustomer.org";94;"2006-02-14 22:04:36"
91;91;2;"LOIS";"BUTLER";"LOIS.BUTLER@sakilacustomer.org";95;"2006-02-14 22:04:36"
92;92;2;"TINA";"SIMMONS";"TINA.SIMMONS@sakilacustomer.org";96;"2006-02-14 22:04:36"
93;93;1;"PHYLLIS";"FOSTER";"PHYLLIS.FOSTER@sakilacustomer.org";97;"2006-02-14 22:04:36"
94;94;1;"NORMA";"GONZALES";"NORMA.GONZALES@sakilacustomer.org";98;"2006-02-14 22:04:36"
95;95;2;"PAULA";"BRYANT";"PAULA.BRYANT@sakilacustomer.org";99;"2006-02-14 22:04:36"
96;96;1;"DIANA";"ALEXANDER";"DIANA.ALEXANDER@sakilacustomer.org";100;"2006-02-14 22:04:36"
97;97;2;"ANNIE";"RUSSELL";"ANNIE.RUSSELL@sakilacustomer.org";101;"2006-02-14 22:04:36"
98;98;1;"LILLIAN";"GRIFFIN";"LILLIAN.GRIFFIN@sakilacustomer.org";102;"2006-02-14 22:04:36"
99;99;2;"EMILY";"DIAZ";"EMILY.DIAZ@sakilacustomer.org";103;"2006-02-14 22:04:36"
100;100;1;"ROBIN";"HAYES";"ROBIN.HAYES@sakilacustomer.org";104;"2006-02-14 22:04:36"
101;101;1;"PEGGY";"MYERS";"PEGGY.MYERS@sakilacustomer.org";105;"2006-02-14 22:04:36"
102;102;1;"CRYSTAL";"FORD";"CRYSTAL.FORD@sakilacustomer.org";106;"2006-02-14 22:04:36"
103;103;1;"GLADYS";"HAMILTON";"GLADYS.HAMILTON@sakilacustomer.org";107;"2006-02-14 22:04:36"
104;104;1;"RITA";"GRAHAM";"RITA.GRAHAM@sakilacustomer.org";108;"2006-02-14 22:04:36"
105;105;1;"DAWN";"SULLIVAN";"DAWN.SULLIVAN@sakilacustomer.org";109;"2006-02-14 22:04:36"
106;106;1;"CONNIE";"WALLACE";"CONNIE.WALLACE@sakilacustomer.org";110;"2006-02-14 22:04:36"
107;107;1;"FLORENCE";"WOODS";"FLORENCE.WOODS@sakilacustomer.org";111;"2006-02-14 22:04:36"
108;108;1;"TRACY";"COLE";"TRACY.COLE@sakilacustomer.org";112;"2006-02-14 22:04:36"
109;109;2;"EDNA";"WEST";"EDNA.WEST@sakilacustomer.org";113;"2006-02-14 22:04:36"
110;110;2;"TIFFANY";"JORDAN";"TIFFANY.JORDAN@sakilacustomer.org";114;"2006-02-14 22:04:36"
111;111;1;"CARMEN";"OWENS";"CARMEN.OWENS@sakilacustomer.org";115;"2006-02-14 22:04:36"
112;112;2;"ROSA";"REYNOLDS";"ROSA.REYNOLDS@sakilacustomer.org";116;"2006-02-14 22:04:36"
113;113;2;"CINDY";"FISHER";"CINDY.FISHER@sakilacustomer.org";117;"2006-02-14 22:04:36"
114;114;2;"GRACE";"ELLIS";"GRACE.ELLIS@sakilacustomer.org";118;"2006-02-14 22:04:36"
115;115;1;"WENDY";"HARRISON";"WENDY.HARRISON@sakilacustomer.org";119;"2006-02-14 22:04:36"
116;116;1;"VICTORIA";"GIBSON";"VICTORIA.GIBSON@sakilacustomer.org";120;"2006-02-14 22:04:36"
117;117;1;"EDITH";"MCDONALD";"EDITH.MCDONALD@sakilacustomer.org";121;"2006-02-14 22:04:36"
118;118;1;"KIM";"CRUZ";"KIM.CRUZ@sakilacustomer.org";122;"2006-02-14 22:04:36"
119;119;1;"SHERRY";"MARSHALL";"SHERRY.MARSHALL@sakilacustomer.org";123;"2006-02-14 22:04:36"
120;120;2;"SYLVIA";"ORTIZ";"SYLVIA.ORTIZ@sakilacustomer.org";124;"2006-02-14 22:04:36"
121;121;1;"JOSEPHINE";"GOMEZ";"JOSEPHINE.GOMEZ@sakilacustomer.org";125;"2006-02-14 22:04:36"
122;122;1;"THELMA";"MURRAY";"THELMA.MURRAY@sakilacustomer.org";126;"2006-02-14 22:04:36"
123;123;2;"SHANNON";"FREEMAN";"SHANNON.FREEMAN@sakilacustomer.org";127;"2006-02-14 22:04:36"
124;124;1;"SHEILA";"WELLS";"SHEILA.WELLS@sakilacustomer.org";128;"2006-02-14 22:04:36"
125;125;1;"ETHEL";"WEBB";"ETHEL.WEBB@sakilacustomer.org";129;"2006-02-14 22:04:36"
126;126;1;"ELLEN";"SIMPSON";"ELLEN.SIMPSON@sakilacustomer.org";130;"2006-02-14 22:04:36"
127;127;2;"ELAINE";"STEVENS";"ELAINE.STEVENS@sakilacustomer.org";131;"2006-02-14 22:04:36"
128;128;1;"MARJORIE";"TUCKER";"MARJORIE.TUCKER@sakilacustomer.org";132;"2006-02-14 22:04:36"
129;129;1;"CARRIE";"PORTER";"CARRIE.PORTER@sakilacustomer.org";133;"2006-02-14 22:04:36"
130;130;1;"CHARLOTTE";"HUNTER";"CHARLOTTE.HUNTER@sakilacustomer.org";134;"2006-02-14 22:04:36"
131;131;2;"MONICA";"HICKS";"MONICA.HICKS@sakilacustomer.org";135;"2006-02-14 22:04:36"
132;132;2;"ESTHER";"CRAWFORD";"ESTHER.CRAWFORD@sakilacustomer.org";136;"2006-02-14 22:04:36"
133;133;1;"PAULINE";"HENRY";"PAULINE.HENRY@sakilacustomer.org";137;"2006-02-14 22:04:36"
134;134;1;"EMMA";"BOYD";"EMMA.BOYD@sakilacustomer.org";138;"2006-02-14 22:04:36"
135;135;2;"JUANITA";"MASON";"JUANITA.MASON@sakilacustomer.org";139;"2006-02-14 22:04:36"
136;136;2;"ANITA";"MORALES";"ANITA.MORALES@sakilacustomer.org";140;"2006-02-14 22:04:36"
137;137;2;"RHONDA";"KENNEDY";"RHONDA.KENNEDY@sakilacustomer.org";141;"2006-02-14 22:04:36"
138;138;1;"HAZEL";"WARREN";"HAZEL.WARREN@sakilacustomer.org";142;"2006-02-14 22:04:36"
139;139;1;"AMBER";"DIXON";"AMBER.DIXON@sakilacustomer.org";143;"2006-02-14 22:04:36"
140;140;1;"EVA";"RAMOS";"EVA.RAMOS@sakilacustomer.org";144;"2006-02-14 22:04:36"
141;141;1;"DEBBIE";"REYES";"DEBBIE.REYES@sakilacustomer.org";145;"2006-02-14 22:04:36"
142;142;1;"APRIL";"BURNS";"APRIL.BURNS@sakilacustomer.org";146;"2006-02-14 22:04:36"
143;143;1;"LESLIE";"GORDON";"LESLIE.GORDON@sakilacustomer.org";147;"2006-02-14 22:04:36"
144;144;1;"CLARA";"SHAW";"CLARA.SHAW@sakilacustomer.org";148;"2006-02-14 22:04:36"
145;145;1;"LUCILLE";"HOLMES";"LUCILLE.HOLMES@sakilacustomer.org";149;"2006-02-14 22:04:36"
146;146;1;"JAMIE";"RICE";"JAMIE.RICE@sakilacustomer.org";150;"2006-02-14 22:04:36"
147;147;2;"JOANNE";"ROBERTSON";"JOANNE.ROBERTSON@sakilacustomer.org";151;"2006-02-14 22:04:36"
148;148;1;"ELEANOR";"HUNT";"ELEANOR.HUNT@sakilacustomer.org";152;"2006-02-14 22:04:36"
149;149;1;"VALERIE";"BLACK";"VALERIE.BLACK@sakilacustomer.org";153;"2006-02-14 22:04:36"
150;150;2;"DANIELLE";"DANIELS";"DANIELLE.DANIELS@sakilacustomer.org";154;"2006-02-14 22:04:36"
151;151;2;"MEGAN";"PALMER";"MEGAN.PALMER@sakilacustomer.org";155;"2006-02-14 22:04:36"
152;152;1;"ALICIA";"MILLS";"ALICIA.MILLS@sakilacustomer.org";156;"2006-02-14 22:04:36"
153;153;2;"SUZANNE";"NICHOLS";"SUZANNE.NICHOLS@sakilacustomer.org";157;"2006-02-14 22:04:36"
154;154;2;"MICHELE";"GRANT";"MICHELE.GRANT@sakilacustomer.org";158;"2006-02-14 22:04:36"
155;155;1;"GAIL";"KNIGHT";"GAIL.KNIGHT@sakilacustomer.org";159;"2006-02-14 22:04:36"
156;156;1;"BERTHA";"FERGUSON";"BERTHA.FERGUSON@sakilacustomer.org";160;"2006-02-14 22:04:36"
157;157;2;"DARLENE";"ROSE";"DARLENE.ROSE@sakilacustomer.org";161;"2006-02-14 22:04:36"
158;158;1;"VERONICA";"STONE";"VERONICA.STONE@sakilacustomer.org";162;"2006-02-14 22:04:36"
159;159;1;"JILL";"HAWKINS";"JILL.HAWKINS@sakilacustomer.org";163;"2006-02-14 22:04:36"
160;160;2;"ERIN";"DUNN";"ERIN.DUNN@sakilacustomer.org";164;"2006-02-14 22:04:36"
161;161;1;"GERALDINE";"PERKINS";"GERALDINE.PERKINS@sakilacustomer.org";165;"2006-02-14 22:04:36"
162;162;2;"LAUREN";"HUDSON";"LAUREN.HUDSON@sakilacustomer.org";166;"2006-02-14 22:04:36"
163;163;1;"CATHY";"SPENCER";"CATHY.SPENCER@sakilacustomer.org";167;"2006-02-14 22:04:36"
164;164;2;"JOANN";"GARDNER";"JOANN.GARDNER@sakilacustomer.org";168;"2006-02-14 22:04:36"
165;165;2;"LORRAINE";"STEPHENS";"LORRAINE.STEPHENS@sakilacustomer.org";169;"2006-02-14 22:04:36"
166;166;1;"LYNN";"PAYNE";"LYNN.PAYNE@sakilacustomer.org";170;"2006-02-14 22:04:36"
167;167;2;"SALLY";"PIERCE";"SALLY.PIERCE@sakilacustomer.org";171;"2006-02-14 22:04:36"
168;168;1;"REGINA";"BERRY";"REGINA.BERRY@sakilacustomer.org";172;"2006-02-14 22:04:36"
169;169;2;"ERICA";"MATTHEWS";"ERICA.MATTHEWS@sakilacustomer.org";173;"2006-02-14 22:04:36"
170;170;1;"BEATRICE";"ARNOLD";"BEATRICE.ARNOLD@sakilacustomer.org";174;"2006-02-14 22:04:36"
171;171;2;"DOLORES";"WAGNER";"DOLORES.WAGNER@sakilacustomer.org";175;"2006-02-14 22:04:36"
172;172;1;"BERNICE";"WILLIS";"BERNICE.WILLIS@sakilacustomer.org";176;"2006-02-14 22:04:36"
173;173;1;"AUDREY";"RAY";"AUDREY.RAY@sakilacustomer.org";177;"2006-02-14 22:04:36"
174;174;2;"YVONNE";"WATKINS";"YVONNE.WATKINS@sakilacustomer.org";178;"2006-02-14 22:04:36"
175;175;1;"ANNETTE";"OLSON";"ANNETTE.OLSON@sakilacustomer.org";179;"2006-02-14 22:04:36"
176;176;1;"JUNE";"CARROLL";"JUNE.CARROLL@sakilacustomer.org";180;"2006-02-14 22:04:36"
177;177;2;"SAMANTHA";"DUNCAN";"SAMANTHA.DUNCAN@sakilacustomer.org";181;"2006-02-14 22:04:36"
178;178;2;"MARION";"SNYDER";"MARION.SNYDER@sakilacustomer.org";182;"2006-02-14 22:04:36"
179;179;1;"DANA";"HART";"DANA.HART@sakilacustomer.org";183;"2006-02-14 22:04:36"
180;180;2;"STACY";"CUNNINGHAM";"STACY.CUNNINGHAM@sakilacustomer.org";184;"2006-02-14 22:04:36"
181;181;2;"ANA";"BRADLEY";"ANA.BRADLEY@sakilacustomer.org";185;"2006-02-14 22:04:36"
182;182;1;"RENEE";"LANE";"RENEE.LANE@sakilacustomer.org";186;"2006-02-14 22:04:36"
183;183;2;"IDA";"ANDREWS";"IDA.ANDREWS@sakilacustomer.org";187;"2006-02-14 22:04:36"
184;184;1;"VIVIAN";"RUIZ";"VIVIAN.RUIZ@sakilacustomer.org";188;"2006-02-14 22:04:36"
185;185;1;"ROBERTA";"HARPER";"ROBERTA.HARPER@sakilacustomer.org";189;"2006-02-14 22:04:36"
186;186;2;"HOLLY";"FOX";"HOLLY.FOX@sakilacustomer.org";190;"2006-02-14 22:04:36"
187;187;2;"BRITTANY";"RILEY";"BRITTANY.RILEY@sakilacustomer.org";191;"2006-02-14 22:04:36"
188;188;1;"MELANIE";"ARMSTRONG";"MELANIE.ARMSTRONG@sakilacustomer.org";192;"2006-02-14 22:04:36"
189;189;1;"LORETTA";"CARPENTER";"LORETTA.CARPENTER@sakilacustomer.org";193;"2006-02-14 22:04:36"
190;190;2;"YOLANDA";"WEAVER";"YOLANDA.WEAVER@sakilacustomer.org";194;"2006-02-14 22:04:36"
191;191;1;"JEANETTE";"GREENE";"JEANETTE.GREENE@sakilacustomer.org";195;"2006-02-14 22:04:36"
192;192;1;"LAURIE";"LAWRENCE";"LAURIE.LAWRENCE@sakilacustomer.org";196;"2006-02-14 22:04:36"
193;193;2;"KATIE";"ELLIOTT";"KATIE.ELLIOTT@sakilacustomer.org";197;"2006-02-14 22:04:36"
194;194;2;"KRISTEN";"CHAVEZ";"KRISTEN.CHAVEZ@sakilacustomer.org";198;"2006-02-14 22:04:36"
195;195;1;"VANESSA";"SIMS";"VANESSA.SIMS@sakilacustomer.org";199;"2006-02-14 22:04:36"
196;196;1;"ALMA";"AUSTIN";"ALMA.AUSTIN@sakilacustomer.org";200;"2006-02-14 22:04:36"
197;197;2;"SUE";"PETERS";"SUE.PETERS@sakilacustomer.org";201;"2006-02-14 22:04:36"
198;198;2;"ELSIE";"KELLEY";"ELSIE.KELLEY@sakilacustomer.org";202;"2006-02-14 22:04:36"
199;199;2;"BETH";"FRANKLIN";"BETH.FRANKLIN@sakilacustomer.org";203;"2006-02-14 22:04:36"
200;200;2;"JEANNE";"LAWSON";"JEANNE.LAWSON@sakilacustomer.org";204;"2006-02-14 22:04:36"
201;201;1;"VICKI";"FIELDS";"VICKI.FIELDS@sakilacustomer.org";205;"2006-02-14 22:04:36"
202;202;2;"CARLA";"GUTIERREZ";"CARLA.GUTIERREZ@sakilacustomer.org";206;"2006-02-14 22:04:36"
203;203;1;"TARA";"RYAN";"TARA.RYAN@sakilacustomer.org";207;"2006-02-14 22:04:36"
204;204;1;"ROSEMARY";"SCHMIDT";"ROSEMARY.SCHMIDT@sakilacustomer.org";208;"2006-02-14 22:04:36"
205;205;2;"EILEEN";"CARR";"EILEEN.CARR@sakilacustomer.org";209;"2006-02-14 22:04:36"
206;206;1;"TERRI";"VASQUEZ";"TERRI.VASQUEZ@sakilacustomer.org";210;"2006-02-14 22:04:36"
207;207;1;"GERTRUDE";"CASTILLO";"GERTRUDE.CASTILLO@sakilacustomer.org";211;"2006-02-14 22:04:36"
208;208;1;"LUCY";"WHEELER";"LUCY.WHEELER@sakilacustomer.org";212;"2006-02-14 22:04:36"
209;209;2;"TONYA";"CHAPMAN";"TONYA.CHAPMAN@sakilacustomer.org";213;"2006-02-14 22:04:36"
210;210;2;"ELLA";"OLIVER";"ELLA.OLIVER@sakilacustomer.org";214;"2006-02-14 22:04:36"
211;211;1;"STACEY";"MONTGOMERY";"STACEY.MONTGOMERY@sakilacustomer.org";215;"2006-02-14 22:04:36"
212;212;2;"WILMA";"RICHARDS";"WILMA.RICHARDS@sakilacustomer.org";216;"2006-02-14 22:04:36"
213;213;1;"GINA";"WILLIAMSON";"GINA.WILLIAMSON@sakilacustomer.org";217;"2006-02-14 22:04:36"
214;214;1;"KRISTIN";"JOHNSTON";"KRISTIN.JOHNSTON@sakilacustomer.org";218;"2006-02-14 22:04:36"
215;215;2;"JESSIE";"BANKS";"JESSIE.BANKS@sakilacustomer.org";219;"2006-02-14 22:04:36"
216;216;1;"NATALIE";"MEYER";"NATALIE.MEYER@sakilacustomer.org";220;"2006-02-14 22:04:36"
217;217;2;"AGNES";"BISHOP";"AGNES.BISHOP@sakilacustomer.org";221;"2006-02-14 22:04:36"
218;218;1;"VERA";"MCCOY";"VERA.MCCOY@sakilacustomer.org";222;"2006-02-14 22:04:36"
219;219;2;"WILLIE";"HOWELL";"WILLIE.HOWELL@sakilacustomer.org";223;"2006-02-14 22:04:36"
220;220;2;"CHARLENE";"ALVAREZ";"CHARLENE.ALVAREZ@sakilacustomer.org";224;"2006-02-14 22:04:36"
221;221;1;"BESSIE";"MORRISON";"BESSIE.MORRISON@sakilacustomer.org";225;"2006-02-14 22:04:36"
222;222;2;"DELORES";"HANSEN";"DELORES.HANSEN@sakilacustomer.org";226;"2006-02-14 22:04:36"
223;223;1;"MELINDA";"FERNANDEZ";"MELINDA.FERNANDEZ@sakilacustomer.org";227;"2006-02-14 22:04:36"
224;224;2;"PEARL";"GARZA";"PEARL.GARZA@sakilacustomer.org";228;"2006-02-14 22:04:36"
225;225;1;"ARLENE";"HARVEY";"ARLENE.HARVEY@sakilacustomer.org";229;"2006-02-14 22:04:36"
226;226;2;"MAUREEN";"LITTLE";"MAUREEN.LITTLE@sakilacustomer.org";230;"2006-02-14 22:04:36"
227;227;1;"COLLEEN";"BURTON";"COLLEEN.BURTON@sakilacustomer.org";231;"2006-02-14 22:04:36"
228;228;2;"ALLISON";"STANLEY";"ALLISON.STANLEY@sakilacustomer.org";232;"2006-02-14 22:04:36"
229;229;1;"TAMARA";"NGUYEN";"TAMARA.NGUYEN@sakilacustomer.org";233;"2006-02-14 22:04:36"
230;230;2;"JOY";"GEORGE";"JOY.GEORGE@sakilacustomer.org";234;"2006-02-14 22:04:36"
231;231;1;"GEORGIA";"JACOBS";"GEORGIA.JACOBS@sakilacustomer.org";235;"2006-02-14 22:04:36"
232;232;2;"CONSTANCE";"REID";"CONSTANCE.REID@sakilacustomer.org";236;"2006-02-14 22:04:36"
233;233;2;"LILLIE";"KIM";"LILLIE.KIM@sakilacustomer.org";237;"2006-02-14 22:04:36"
